State,Fiscal year,Fiscal quarter,Ratio
OK,2019,4,0.14160107836563696
OK,2020,1,0.209854047854982
OK,2020,2,0.11698575193964349
OK,2020,3,0.4050645881412017
OK,2020,4,0.39415505682086427
OK,2021,1,0.22631832539301758
OK,2021,2,0.16207833250890064
OK,2021,3,0.1794555357026694
OK,2021,4,0.34771281471013826
OK,2022,1,0.2876185186690569
OK,2022,2,0.1515920273157214
OK,2022,3,0.4142228981146974
OK,2022,4,0.41216633454374485
OK,2023,1,0.3979332222049131
OK,2023,2,0.40791230988015026
OK,2023,3,0.35703265992209404
OK,2023,4,0.46445422556395666
OK,2024,1,0.9255954324552508
OK,2024,2,0.24019134821642713
OK,2024,3,0.6417161152081768
OR,2019,1,0.12738434981658192
OR,2019,2,0.23468563942735673
OR,2019,3,0.24585541226265972
OR,2019,4,0.28437410760390214
OR,2020,1,0.1494901144757103
OR,2020,2,0.19110450131653767
OR,2020,3,0.3892155563595711
OR,2020,4,0.4626419742530354
OR,2021,1,0.14217991783680609
OR,2021,2,0.1315494228443547
OR,2021,3,0.2992074202706239
OR,2021,4,0.7064931679156925
OR,2022,1,0.24605321092520305
OR,2022,2,0.1379040612470459
OR,2022,3,0.4514967357880727
OR,2022,4,0.6298734638290818
OR,2023,1,0.30800852578507054
OR,2023,2,0.3794263230843137
OR,2023,3,0.7686201644428651
OR,2023,4,0.8450933851624516
OR,2024,1,0.34877240981665536
OR,2024,2,0.2439801389973879
OR,2024,3,0.3620386642198666
PA,2019,1,2.061546720549855
PA,2019,2,3.286603695070514
PA,2019,3,2.012186167860206
PA,2019,4,1.9751370458057527
PA,2020,1,1.8318725775904146
PA,2020,2,3.582860554157508
PA,2020,3,2.1979377870758547
PA,2020,4,2.5389606048236324
PA,2021,1,2.6386198105300465
PA,2021,2,2.9834828424089985
PA,2021,3,2.2334997722139733
PA,2021,4,3.6804731262860195
PA,2022,1,1.3399714590557719
PA,2022,2,3.0878745107928673
PA,2022,3,2.9840901934808546
PA,2022,4,2.3044553411201982
PA,2023,1,3.495097001634498
PA,2023,2,3.513147809053208
PA,2023,3,1.4411585129082265
PA,2023,4,2.950085015597335
PA,2024,1,5.7984495554706275
PA,2024,2,3.0897983357302157
PA,2024,3,3.4672556111815958
PR,2019,1,4.212668333358252
PR,2019,2,2.5525399774205244
PR,2019,3,2.224119809866796
PR,2019,4,1.8054708768683292
PR,2020,1,4.086063741911799
PR,2020,2,2.6339387159928394
PR,2020,3,3.3819431463311274
PR,2020,4,2.1320093770126234
PR,2021,1,3.6174530386957167
PR,2021,2,2.735556562879532
PR,2021,3,3.8661483572613924
PR,2021,4,1.6678199475295805
PR,2022,1,2.4540183139886107
PR,2022,2,2.6623474940475984
PR,2022,3,1.3379204071834583
PR,2022,4,2.3790870919272553
PR,2023,1,1.7918138027359223
PR,2023,2,1.466404456924842
PR,2023,3,2.2436523075817125
PR,2023,4,1.774953352823038
PR,2024,1,2.7097065862987555
PR,2024,2,2.35600163058408
PR,2024,3,2.5485638413956364
RI,2019,1,1.1699603180669496
RI,2019,2,2.7077014622734614
RI,2019,3,1.4702091993393513
RI,2019,4,2.4559008755942084
RI,2020,1,1.2217804481580155
RI,2020,2,2.1562007138561445
RI,2020,3,1.4357494528572035
RI,2020,4,1.5057508529287198
RI,2021,1,1.4972885011438175
RI,2021,2,1.8836754317390283
RI,2021,3,4.230314771066889
RI,2021,4,2.9284132501366704
RI,2022,1,0.5798259133968355
RI,2022,2,1.7092087024902856
RI,2022,3,1.221054640158645
RI,2022,4,1.2353588887541342
RI,2023,1,0.9459738706131412
RI,2023,2,1.7059526785716967
RI,2023,3,0.9845125240279091
RI,2023,4,0.8363247685388008
RI,2024,1,2.917573946890091
RI,2024,2,0.9383920244944093
RI,2024,3,1.5242345503642079
SC,2019,1,2.8102303984861097
SC,2019,2,1.167696142071313
SC,2019,3,0.747604247440543
SC,2019,4,1.0882985187814447
SC,2020,1,1.2681927391315726
SC,2020,2,1.1340984631728852
SC,2020,3,1.187494270588704
SC,2020,4,0.6168248592219894
SC,2021,1,1.2396902516640462
SC,2021,2,1.3066793237142271
SC,2021,3,1.1475051125481641
SC,2021,4,0.8344258643912423
SC,2022,1,0.7727008578297218
SC,2022,2,1.6001124053740037
SC,2022,3,1.577853608723252
SC,2022,4,1.5013532447219031
SC,2023,1,0.8681735094943782
SC,2023,2,1.596771149455139
SC,2023,3,1.7462858240823493
SC,2023,4,1.755841822834
SC,2024,1,1.894566166266224
SC,2024,2,2.6122363523062577
SC,2024,3,2.0785839488506723
SD,2019,1,0.5650401596223058
SD,2019,2,0.18792416432697082
SD,2019,3,0.4121260708244137
SD,2019,4,0.2509591265485544
SD,2020,1,0.6036128849112232
SD,2020,2,0.37444663513745946
SD,2020,3,0.1824519900291362
SD,2020,4,1.0065483020998056
SD,2021,1,0.5246221895882381
SD,2021,2,0.6024208131610509
SD,2021,3,0.5826361498020084
SD,2021,4,0.3927674987668244
SD,2022,1,0.4097742805621097
SD,2022,2,0.3323374317696494
SD,2022,3,0.46642115785657834
SD,2022,4,0.2961798044472728
SD,2023,1,0.14085104904317947
SD,2023,2,0.2012750058626117
SD,2023,3,0.3633746791410616
SD,2023,4,0.1980554501472907
SD,2024,1,0.2962157399156351
SD,2024,2,0.1950440758083935
SD,2024,3,0.28883378730681525
TN,2019,1,0.41381971130465967
TN,2019,2,0.19191641033645684
TN,2019,3,0.17063028915415787
TN,2019,4,0.2432998267522867
TN,2020,1,0.28072042670301683
TN,2020,2,0.19913448720770038
TN,2020,3,0.2375895714657315
TN,2020,4,0.18403794257512232
TN,2021,1,0.32296721642952986
TN,2021,2,0.18216007095009726
TN,2021,3,0.20871042535504225
TN,2021,4,0.1755135325768467
TN,2022,1,0.21044940268168577
TN,2022,2,0.1761730160634948
TN,2022,3,0.2071298318383061
TN,2022,4,0.1382662626705486
TN,2023,1,0.33565852929280887
TN,2023,2,0.0997009534299631
TN,2023,3,0.167492619010251
TN,2023,4,0.16027606605469702
TN,2024,1,0.25420219469804256
TN,2024,2,0.11488061144815602
TN,2024,3,0.12363300095238984
TX,2019,1,1.807290850483634
TX,2019,2,0.8695452991312402
TX,2019,3,0.5267414403696574
TX,2019,4,1.0859024645423778
TX,2020,1,0.935006432250249
TX,2020,2,0.610342203728228
TX,2020,3,1.2671925474292371
TX,2020,4,0.8398564840090025
TX,2021,1,1.2837473349713255
TX,2021,2,0.8028718103096166
TX,2021,3,1.2490457418163181
TX,2021,4,1.056494677126636
TX,2022,1,1.5917506725018482
TX,2022,2,0.6685257213503291
TX,2022,3,0.9784530027190957
TX,2022,4,1.1605412668060888
TX,2023,1,1.2254846047287145
TX,2023,2,1.527451022230475
TX,2023,3,1.3949924686611859
TX,2023,4,1.7248393941784244
TX,2024,1,1.0741856751456589
TX,2024,2,1.156569243868705
TX,2024,3,1.083554258222182
US,2019,1,1.2303051923376591
US,2019,2,0.9589309910019002
US,2019,3,1.3370195172000512
US,2019,4,0.9183131239270329
US,2020,1,0.673233427349206
US,2020,2,1.27508882762619
US,2020,3,1.1919224383685851
US,2020,4,0.8619707051196999
US,2021,1,0.39684165525883
US,2021,2,0.42958924440715546
US,2021,3,0.8189041084409686
US,2021,4,1.1077952317902169
US,2022,1,0.4449542847628928
US,2022,2,0.6999195166962193
US,2022,3,0.6964882387198205
US,2022,4,0.8691014563825719
US,2023,1,0.3246428098313556
US,2023,2,0.8827640512756975
US,2023,3,1.2067048031771388
US,2023,4,1.1403597209046101
US,2024,1,1.0562457857921614
US,2024,2,0.7662027148096583
US,2024,3,1.2479768190243052
UT,2019,1,0.9455432883461266
UT,2019,2,1.0013778609674215
UT,2019,3,0.5059582582895951
UT,2019,4,0.3980920898913496
UT,2020,1,0.6658471599779646
UT,2020,2,0.35357118128656506
UT,2020,3,0.9035982993968094
UT,2020,4,0.6607233295251007
UT,2021,1,0.40702199577883813
UT,2021,2,0.23361152237322197
UT,2021,3,0.2847325973819583
UT,2021,4,0.4915574022389478
UT,2022,1,0.5414778306089533
UT,2022,2,0.4595278237503491
UT,2022,3,0.5920418645516872
UT,2022,4,0.6120935853028963
UT,2023,1,0.6250816648086509
UT,2023,2,0.762028016621568
UT,2023,3,0.7384422315259649
UT,2023,4,0.8221978089860004
UT,2024,1,1.135663919650996
UT,2024,2,1.26246285023886
UT,2024,3,0.6476934705368246
VA,2019,1,0.6516755693310752
VA,2019,2,0.6045964017175279
VA,2019,3,0.8805325792786362
VA,2019,4,0.6659529439260039
VA,2020,1,0.7616665911605718
VA,2020,2,0.541270855845816
VA,2020,3,0.9969257860496901
VA,2020,4,0.5460869111982158
VA,2021,1,0.36806600859517036
VA,2021,2,0.49918781462736783
VA,2021,3,0.48128053954522104
VA,2021,4,1.0688005494518948
VA,2022,1,0.5152497101886672
VA,2022,2,0.4424837889027105
VA,2022,3,0.6706681312646575
VA,2022,4,0.6914418882485603
VA,2023,1,0.37216768571084147
VA,2023,2,0.3360267333309026
VA,2023,3,1.1817609194483665
VA,2023,4,3.0948264174447986
VA,2024,1,0.8262941832740478
VA,2024,2,0.49048411891503824
VA,2024,3,0.7668764797693005
VI,2019,1,140.9306594807882
VI,2019,2,127.6685833382605
VI,2019,3,44.65185110568605
VI,2019,4,7.153929242329368
VI,2020,1,137.15502312309357
VI,2020,2,106.74032731124835
VI,2020,3,106.11283479835812
VI,2020,4,52.933261475782686
VI,2021,1,36.39137690327647
VI,2021,2,651.0516373477673
VI,2021,3,46.00910178737998
VI,2021,4,184.2808447770078
VI,2022,1,46.34477884360714
VI,2022,2,50.52038143845276
VI,2022,3,7.027180023718166
VI,2022,4,64.69226555781984
VI,2023,1,12.21118482183374
VI,2023,2,25.164222983427774
VI,2023,3,18.92923594806977
VI,2023,4,81.56072366770952
VI,2024,1,6.364038906930543
VI,2024,2,6.800717786727611
VI,2024,3,9.464473831768641
VT,2019,1,3.682927597611678
VT,2019,2,3.759274903825622
VT,2019,3,3.5868503717504563
VT,2019,4,4.985738001623824
VT,2020,1,1.8499798204975477
VT,2020,2,3.9755649951895466
VT,2020,3,2.8118041390425677
VT,2020,4,3.4800778421306116
VT,2021,1,3.4367922987734585
VT,2021,2,3.5166464471019054
VT,2021,3,2.938858586510288
VT,2021,4,3.5175147481655316
VT,2022,1,5.6470311904865
VT,2022,2,3.9060263220823845
VT,2022,3,6.990698892524723
VT,2022,4,2.613700792766544
VT,2023,1,4.326809191232525
VT,2023,2,3.370600028072826
VT,2023,3,2.6958046276666354
VT,2023,4,3.6659519023757436
VT,2024,1,2.115816511057249
VT,2024,2,3.604606288907504
VT,2024,3,3.2662114256491837
WA,2019,1,0.07814398874902626
WA,2019,2,0.12480617292182401
WA,2019,3,0.18141448400370908
WA,2019,4,0.11874502148247562
WA,2020,1,0.1622251052361972
WA,2020,2,0.1632696625176549
WA,2020,3,0.18695621719108566
WA,2020,4,0.1123262799806544
WA,2021,1,0.04871419033602088
WA,2021,2,0.07196870746780484
WA,2021,3,0.11851387215279151
WA,2021,4,0.2241684722714087
WA,2022,1,0.06088435972218
WA,2022,2,0.09572933356991781
WA,2022,3,0.13551788321900435
WA,2022,4,0.14002346144401895
WA,2023,1,0.06360464636654074
WA,2023,2,0.11981888738140675
WA,2023,3,0.12769599148860566
WA,2023,4,0.54704101130103
WA,2024,1,0.0750098683709832
WA,2024,2,0.13839859324131887
WA,2024,3,0.07617298001157811
WI,2019,1,0.4663420104726985
WI,2019,2,0.5844693542562501
WI,2019,3,0.3908985189379015
WI,2019,4,0.3739659806115563
WI,2020,1,0.5988526883364994
WI,2020,2,0.46394194404962064
WI,2020,3,0.4302119951526104
WI,2020,4,0.39301226450380133
WI,2021,1,0.28167336237171486
WI,2021,2,0.2638918395482687
WI,2021,3,0.34071443131987433
WI,2021,4,0.5453651553868212
WI,2022,1,0.42330439391510505
WI,2022,2,0.7187934428312014
WI,2022,3,0.3680849471546016
WI,2022,4,0.2202776025270038
WI,2023,1,0.3523952567897056
WI,2023,2,0.3435680158919464
WI,2023,3,0.38495164110086566
WI,2023,4,0.5238713109050047
WI,2024,1,0.3187216795835187
WI,2024,2,0.42745202416778977
WI,2024,3,0.6591203282835572
WV,2019,1,0.38376666320593866
WV,2019,2,0.8600424959469495
WV,2019,3,0.5639244470723621
WV,2019,4,0.39729076366601657
WV,2020,1,1.1984488544983554
WV,2020,2,0.3777745358756075
WV,2020,3,0.36805298175593937
WV,2020,4,0.5849010702279881
WV,2021,1,0.7846151426050351
WV,2021,2,1.409355204553108
WV,2021,3,0.7808445534619338
WV,2021,4,0.4068733952461773
WV,2022,1,0.7760722781505953
WV,2022,2,0.6299229134327393
WV,2022,3,0.23666886743842122
WV,2022,4,0.6948706538055825
WV,2023,1,0.8184430797989432
WV,2023,2,0.412995019866236
WV,2023,3,0.43467501737344744
WV,2023,4,0.415669752774479
WV,2024,1,0.7252100284626161
WV,2024,2,0.6360676735339107
WV,2024,3,0.8366846134940563
WY,2019,1,4.4606479925038505
WY,2019,2,2.556479997898663
WY,2019,3,2.1577401967273224
WY,2019,4,4.846197487436869
WY,2020,1,2.9203144216737162
WY,2020,2,1.23199953142846
WY,2020,3,2.362632111649957
WY,2020,4,4.930102867510544
WY,2021,1,10.191898721714445
WY,2021,2,3.3046107049004996
WY,2021,3,2.061860704450322
WY,2021,4,15.007174024654187
WY,2022,1,14.173899027674583
WY,2022,2,4.22996321608108
WY,2022,3,1.9622104278710768
WY,2022,4,11.266479563129781
WY,2023,1,16.682006063673644
WY,2023,2,6.388021533859115
WY,2023,3,12.889079438498742
WY,2023,4,59.3743354772209
WY,2024,1,39.08967445351346
WY,2024,2,51.35063284082128
WY,2024,3,13.778500161907136
